Marca temporal,ID Único,Edad:,Género:,Nivel socioeconómico:,Grado de estudios:,Actualmente te encuentras:,Si actualmente trabajas. ¿En qué área trabajas?,Estado de origen:,Municipio de origen:,"1. Describa, ¿en qué situaciones últimamente ha sentido alegría?","2. Especifique, ¿en qué situaciones últimamente ha sentido ganas de llorar?","3. En las últimas dos semanas, ¿en qué momentos se ha sentido cansado?","4. ¿En qué situaciones de su día a día, puede identificar que se ha sentido preocupado?","5. Cuando la preocupación se hace presente en su vida, ¿cuáles son las sensaciones corporales que experimenta?","6. Si su escritor favorito le pidiera que le ayude a buscar el significado de la felicidad, ¿cuál sería la idea que usted escribiría?","7. Cuando tiene una elección importante que hacer, mencione ¿cuáles serían los pasos que seguiría para llegar a tomar una decisión?","8. Cuando sucede algo inesperado en su vida, por ejemplo: llegar tarde al trabajo, el automóvil se descompuso, se quedó sin batería el celular, olvidar las llaves, etc., describa ¿cómo reacciona ante estas situaciones?",9. Describa ¿En qué situaciones de su vida considera que se siente estresado o molesto?,"10. Por favor, describa brevemente ¿qué hace cuando tiene que enfrentar una situación difícil?"
05/09/24 22:04,1OGWU084,18,Masculino,Medio,Licenciatura,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Puebla,Puebla ,"Me siento feliz cuando estoy acompañado de familiares y amigos, cuando realizamos un plan de salida o la pasamos bien platicando.","En momentos de frustración, por algo que no ha salido de acuerdo a lo esperado","Los días entre semana, cuando tengo que caminar demasiado para llegar a casa, cuando tengo demasiado peso en la mochila ",Cuando hay cosas que no entiendo y no encuentro una pronta respuesta ,Dolor de cabeza,"La sensación de poder vivir la vida en gozo y sin preocupaciones, vivir cada día como si fuese el último de todos, dejar las preocupaciones y miedos atrás ","Me doy a la tarea de ver que ventajas y desventajas tiene cierta decisión, después de pensar con cierta neutralidad, escojo el mejor punto posible de acuerdo a las necesidades que se buscan ","Con la mayor tranquilidad posible, pues sé que no estuvo en mis manos dicho percance ","Me siento estresado cuando hay mucha carga de trabajo por hacer, me molesto cuando toda la responsabilidad cae sobre de mí, aún teniendo un equipo de trabajo que tiene que colaborar ","Trato de estar lo más tranquilo y no dejarme llevar por sentimientos, luego estos casos los trato en familia y buscamos la mejor opción posible"
05/10/24 13:59,IPYENR3M,32,Femenino,Bajo,Licenciatura,Trabajando,"Tecnología e informática - Desarrolladores de software, técnicos de IT, analistas de sistemas, etc.",Puebla,Puebla,"Cuando estoy con pareja, con mis amigos, bailando o cuando estoy jugando juegos de mesa con mi familia.","Cuando siento frustración por no poder realizar tareas específicas, cuando no entiendo temas nuevos y ya he intentado aprenderlos de muchas maneras.",Depués de estar mucho tiempo frente a la computadora por mi trabajo. en general siento un poco de cansancio por mi embarazo.,"Cuando no puedo resolver un objetivo que tengo en el día, cuando no me salen las cosas en el tiempo que estimo.","Inquietud general, calor, dolor de cabeza, sueño.","La felicidad está presente en múltiples instantes de nuestra vida, se encuentra en los momentos en los que puedes ser tu mismo, en los que no tienes nada qué ocultar y sientes mucha paz.","Analizar la importancia e impacto de esa decisión en mi vida, revisar que lo que voy a decidir encaje con mis valores, entender las posibles consecuencias de esa decisión y estar dispuesta a enfrentarlas,finalmente, confiar en mi análisis e instinto y tomar la decisión.","Si puede sentir preocupación/frustración, pero últimamente estoy intentando ser más resiliente, por lo que opto por considerar que el orden de las cosas tienen un sentido de ser y hago lo posible por aminorar el impacto de aquello que no sale bien.","Cuando me comparo con los demás, cuando considero que la reacción/conducta de otras personas es imprudente y afecta mi ambiente, cuando tengo que depender de los demás para concretar mis tareas.","Normalmente analizo qué puedo hacer frente a esa situación y lo hago, sino, intento entender que está fuera de mi control y trato de mantenerme en calma, aunque soy muy sensible y cuando tengo oportunidad lo hablo o libero como creo pertinente."
05/10/24 15:00,XTINAGL2,20,Masculino,Medio,Licenciatura,Ambos,"Construcción y trabajo manual - Carpinteros, electricistas, plomeros, etc.",Puebla,Amozoc,"Jugar videojuegos, estar con amigos y leer poesía en plenitud.",Cuando tengo demasiado estrés o algún problema en mi entorno social y/o familiar que pudo ser causado por mi culpa.   ,"Al realizar actividades en la escuela o trabajo que no siento que me estén aportando algo internamente, o cuando se junta todo el trabajo. ","Ir al trabajo, no poder avanzar con alguna tarea, no sentir que estoy haciendo algo productivo.",Dolor de cabeza y dolor en la espalda.,"En mi opinión la felicidad es la ausencia del caos, enojos y estrés, en momentos específicos. Sintetizando para mi la felicidad sinónimo de plenitud  ","Analizo cual es la situación es más conveniente de acuerdo con lo que vaya a elegir. Posteriormente pienso en que consecuencias puede llegar a tener. Si la decisión se torna muy difícil sigo mi corazonada en base a la experiencia, siguiendo la ideología del escritor Jean-Paul Sartre. ","De acuerdo a la gravedad del asunto y el como haya sucedido. Si ha pasado por mi culpa la gran mayoría de veces me enojo y siento demasiada frustración en el momento, si no es algo que estuvo en mi, ocasionalmente me enojo o me siento estrés pero otras simplemente espero a ver cual es la consecuencia que puede llevar.     ","Cuando las cosas no están saliendo como yo lo tenia planeado, o al intentar algo y fracasar. También al tener problemas con mi circulo social y/o familiar","Tratar de solucionarla lo más pronto posible, sin embargo, hay momentos donde decido ignorarla teniendo comportamientos hedonistas."
05/10/24 16:27,90SG09DL,19,Masculino,Medio,Licenciatura,Estudiando,Desempleo - Para quienes actualmente no están trabajando.,Puebla,Amozoc,"En situaciones de comvivenvia con amigos, al obtener buenos resultados en la escuela , al lograr algunas actividades o metas personales",Caundo no obtengo los resultados que esperaba pero principalmente cuando intencionalmente entro a las redes sociales y realizo esa comparacion entre los demas y conmingo,Principalmente en las mañanas como si no hubiera descansado absolutamente nada o como si el dia anterior hubiera tenido mucho por hacer,Cuando voy en el transporte publico o algunas veces en la escuela,"Ansiedad, calor, entumecimineto del cuerpo un poco de sudor",Primero necesitas experimentar la tristeza para saber que es la felicidad,Realizar un analisis general de la situacion con las opciones. despues enlistar las ventajas y desventajas de cada posible eleccion y elegir la que se alinea mas con lo que deseo o encaja mas conmigo,Un poco con miedo pero posteriormente con enojo y frustracion,Cuando tengo mucga tarea o ante ciertas situaciones que para mi no son agradables o incomodas,Tranquilizarme y pensar en una serie de pasos para dar solucion que yo pueda realizar en ese momento
05/10/24 19:40,ZO6GKY6S,23,Masculino,Medio,Licenciatura,Estudiando,"Tecnología e informática - Desarrolladores de software, técnicos de IT, analistas de sistemas, etc.",Puebla,Puebla,Ver a la gente que quiero,"Al sentirme vulnerable, recuerdos nostálgicos",En todo momento,Al ver noticias y hacer proyectos,"Escalofríos, ansiedad y ganas de huir",Tranquilidad ,"Analizar todas los posibilidades, descartar las menos probables y decidir por una opción ",Con ansiedad ,"Tener que lidiar con trabajo mal hecho o mucha carga de trabajo, soportar el tráfico o una gran concentración de gente donde estoy","Trato de ir a un lugar ""seguro"", e intento relajarme "
05/10/24 22:31,S45KT7YO,21,Masculino,Medio,Licenciatura,Estudiando,"Comercio y ventas - Vendedores, gerentes de tienda, representantes de atención al cliente, etc.",Puebla,Puebla,En participar en eventos academicos,En sitaciones donde hay mucho estres,Durante la entrega de proyectos finales,Durante la noche,Me siento muy cansado y con poca paciencia,Sentirse a gusto con uno mismo y estar tranquilo ,Pensar en como eso afectara mi futuro y ver pros y contras,"Me molesto pero despues comienzo a pensar en alguna solucion
",Cuando hay tiempos de entrega,Trato de pensar con objetividad las cosas y tomar la mejor decision para mi
05/12/24 0:48,T6C4YU2L,23,Masculino,Medio,Licenciatura,Ambos,Otro - Para quienes no encajen en las categorías anteriores.,Veracruz,Poza Rica,Cuando tengo un logro en una actividad dificil,Cuando me estreso o preocupo por situaciones de alto nivel,Por las mañanas,Por parte de la escuela y por parte del trabajo,"frío, calor, mareo, asco y náuseas",La satisfacción de lograr algo complicado,"Comprendo la situacion, analizo la situacion, propongo la mejor opcion y la realizo",Pues tristemente y con preocupación,Cuando se me junta la carga,"Comprendo la situacion, analizo la situacion, propongo la mejor opcion y la realizo"
05/12/24 20:18,9TQIQ8J0,22,Masculino,Medio,Licenciatura,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Morelos,Cuernavaca,Estar feliz es como normalmente planeo el día,"Ninguna últimamente, pero si en el pasado recordando familiares",Después de ir a entrenar,Cuando las cosas no salen como se planean,Me da calor y empiezo a sudar,Son momentos,Pensar en la que mejores beneficios y rendimientos brinde con el menor de los inconvenientes,"Me molesto, pero después de un rato me calmo",Cuando las cosas no salen como las planeo,"Pensar que esto es solo un momento y mientras siga vivo, no hay mucho de que preocuparse"
5/13/2024 18:24:51,MXD2BDEN,22,Masculino,Bajo,Licenciatura,Estudiando,"Tecnología e informática - Desarrolladores de software, técnicos de IT, analistas de sistemas, etc.",Puebla,Puebla,Ninguna,"Cuando me siento solo, que es seguido",Realizando los proyectos finales,Cuando no logro hacer lo que tengo que hacer o me sale mal,Ira o tristeza,"No sé, hace mucho no pienso en felicidad, solo en funcionalidad, si algo sale bien o esta en orden es lo que me hace sentir bien","Analizar todas las posibles formas a proceder que se me ocurran y sus respectivas consecuencias, una valoración de prioridades, y de ser posible realizar pruebas antes de tomar una decisión","Rara vez me pasa porque soy muy planificador, pero si me llega a pasar algo así pienso posibles soluciones","Cuando las cosas no son como quiero o me parecen injustas, o cuando no logro comprender conceptos teóricos de mis estudios","No estoy seguro, últimamente todo me parece difícil  "
5/13/2024 20:32:28,I9HEYDJ0,22,Masculino,Bajo,Licenciatura,Estudiando,Otro - Para quienes no encajen en las categorías anteriores.,Puebla,Zacatlán,Con seres queridos,Estrés,Ninguno ,Proyectos finales,Ansiedad,Ser pleno con uno mismo,"La analizo, checo posibles escenarios, tomo una posible solución y verifico si es la deseada",Enojo,Universidad,Busco la solución más rápida al problema
5/13/2024 20:43:31,C2VL95E5,20,Femenino,Medio,Licenciatura,Estudiando,Desempleo - Para quienes actualmente no están trabajando.,Puebla,San Matías Tlalancaleca,Cuando me encontro sola y hago algo que me guste.,"Cuando las cosas no salen como yo quiero, por ejemplo, si no he tenido una buena nota en mus clases.",Cuando paso noches durmiendo muy pocas horas para poder estudiar. ,"Cuando tengo clases, algún examen, tengo algún pendiente.","Calor, cansancio, ganas de vomitar, cuerpo tembloroso.","La felicidad es aquella que se presenta a ti en forma de risa, de paz, aquella que te hace sentir tranquila, con ganas de vivir el día a día y de disfrutar cada momento sin importar las cosas que se tengan que hacer porque al final es uno quien se pone a si mismo en primer lugar.",Descartar las peores opciones y las que queden imaginarse en cada una de ellas y ver cuál es mejor.,Con desesperación y en ocasiones furia.,Cuando tengo muchos pendientes y no me alcanza el tiempo.,Ser valiente y enfrentarla esperando que salga lo mejor posible.
5/13/2024 20:44:20,YOP5JWEP,23,Masculino,Medio,Licenciatura,Ambos,"Sector administrativo y de oficina - Incluye roles como asistente administrativo, recepcionista, etc.",Puebla,PUEBLA,ESTAR CON MI FAMILIA Y AMIGOS ,LA PERDIDA DE FAMILIARES,TERMINANDO MI JORNADA LABORAL ,POR LA ENFERMEDAD DE MIS FAMILIARES,NERVIOS Y ANGUSTIA ,EL AMOR ,LO QUE DECIDA MI CORAZÓN,"GUARDAR LA CALMA, YA QUE ES ALGO QUE NO PUEDO CAMBIAR YA QUE ESTA PASANDO ",CUANDO NO SALEN LAS COSAS COMO YO PENSABA ,GUARDAR LA CALMA PARA PENSAR BIEN LO QUE TENGO QUE HACER 
5/13/2024 20:46:18,YG3TTUE9,22,Masculino,Medio,Licenciatura,Estudiando,Desempleo - Para quienes actualmente no están trabajando.,Veracruz,Misantla,No,Todo el tiempo,Todos los dias,En situaciones donde debo tomar decisiones por mas insignificantes o simples que sean,Sensacion de cosquilleo en el pecho,La felicidad no es un estado sino las decisiones que tomamos,"Lanzo una moneda para elegir, cuando está en el aire me doy cuenta cual es la decision que en realidad quiero que salga",Me pongo muy triste pensando en lo que pude haber hecho mejor,Todo el tiempo,Ignorarla hasta que llegue el momento y actuar sobre la marcha
5/13/2024 22:36:11,ZOYW0DWU,23,Masculino,Medio,Licenciatura,Ambos,"Tecnología e informática - Desarrolladores de software, técnicos de IT, analistas de sistemas, etc.",Puebla,Puebla ,Cuando recibo buenas noticias ,Cuando no salen las cosas de la mejor manera ,Cuando se acumula el trabajo ,Cuando faltan cosas por hacer y ya es tarde,Dolor de cabeza ,Relajación y paz mental ,Analistas pros y contras ,Analizo la situación y busco la mejor solución ,Cuando no resultan las cosas,Primero analizó la situación y buscó cuál sería la mejor solución 
5/14/2024 10:02:00,V5J3IP8N,19,Masculino,Alto,Licenciatura,Ambos,"Construcción y trabajo manual - Carpinteros, electricistas, plomeros, etc.",Puebla,Tlanepantla Puebla ,Cuando me pagan en el trabajo ,Cuando hay mucha tarea y hay trabajo ,En los proyectos y tareas ,En las calificaciones ,Piel de gallina ,Hacer lo que te gusta y perseguir un sueño ,La que más me convenga ,Un poco de desespero y después alivio ya que no se puede hacer mucho ,Cuando nada me sale como quiero ,Solo mentalizarme y ya 
5/15/2024 20:14:17,E4EGEZ1X,21,Masculino,Medio,Licenciatura,Estudiando,Desempleo - Para quienes actualmente no están trabajando.,Tlaxcala,Apizaco,Al conseguir buenas calificaciones en la Universidad y al notar un progreso notorio en el deporte que practico.,"Tras recibir un gran daño verbal, fisico, etc. De una persona que realmente es importante para mi.","Tras volver a mi casa por las noches luego de la escuela, servicio y mis actividades extras.",Cuando tengo realizar la entrega de algún trabajo importante y resultan surgir complicaciones o sucesos inesperados al momento de la entrega en la escuela.,Sudoración excesiva en las manos y tics nerviosos discretos en la pierna.,"Vivir una vida libre de preocupaciones y conflictos con las personas, cosas y comodidad que uno imagina o sueña tener.",Meditar las opciones disponibles y pensar màs a fondo que podría desencadenar una u otra opción. Incluso si es posible investigar algún caso o situación similar que ya sucedió antes.,Pienso en diversas soluciones u opciones alternas a realizar,"Cuando algo no resulta cómo era esperado, tras realizar algo con demasiado esfuerzo y al final no conseguir ningún buen resultado.",Tomar valor tras motivarme por pensar en cosas que personalmente resultan importantes para enfrentar lo que sucede y pensando que todo tiene solución bien o mal sea.
5/15/2024 20:43:29,DJWQSCW2,21,Masculino,Medio,Licenciatura,Ambos,"Tecnología e informática - Desarrolladores de software, técnicos de IT, analistas de sistemas, etc.",Puebla,Puebla,Cuando recibo mi sueldo del trabajo y con el mismo me hago de mis cosas.,"En casi ninguna, solamente cuando surgen problemas amorosos.",Luego de llegar del trabajo y entrenar,Cuando surgen problemas de la universidad o del trabajo.,Bastante enojo y coraje con tics nerviosos,Estar vivo y hacer lo que uno quiere y le gusta,Pensar en todas las posibles opciones que puedo tomar y basarme en la logica para elegir o experiencia previa incluso puedo recurrir a otra persona,Algo despreocupado ya que puede ser molesto pero todo tiene solución,Cuando las cosas no resultan bien a mi favor o cómo yo quería o debían suceder. Incluso cuando algo me disgusta o desagrada en cualquier ámbito.,Pensar demasiado en las soluciones para lograr superar el reto a enfrentar y darl sin parar
5/15/2024 21:34:45,3KRGQIMS,23,Masculino,Medio,Licenciatura,Estudiando,Otro - Para quienes no encajen en las categorías anteriores.,Puebla,Cuantlancingo,"Cuando siento que progreso en mis metas, cuando veo que las personas más cercanas a mí se encuentran bien.","Cuando siento que no progreso en lo que quiero, por problemas ajenos o tragedias.",Gran parte del tiempo ultimamente me esta costando mas temprano que antes.,Cuando no va bien lo que realizo o tengo problemas en hacerlo.,"Dolor de estómago, fatiga, y baja retención en el aprendizaje ya que no puedo concentrarme bien, ",Le preguntaría primero .....que es el pesimismo? y si el placer es lo mismo que la felicidad.,"Busco las posibles consecuencias que esta me pueda generar, priorizando la ausencia del dolor antes que el placer.","Me estreso en el momento, es mi reacción, pero finalmente hago lo posible, lo que se pueda y lo que no lo tomo de la mejor manera pues este tipo de situaciones son parte de la vida.","Cuando algo no logro realizarlo, cuando surgen inconvenientes ajenos.","Me tomo mi tiempo, proceso mi razonamiento, es en el momento que mas hablo conmigo mismo, busco como afrontar la situación de la mejor manera."
5/15/2024 22:02:58,0K4CZRKQ,18,Femenino,Medio,Licenciatura,Estudiando,Otro - Para quienes no encajen en las categorías anteriores.,Tlaxcala,Zacatelco ,"Cuando estoy sola, duermo o estoy con mis gatitos, o cuando paso bien una materia o le entiendo a todo","Cuando me molesto y no puedo decir lo que siento, cuando siento que me está llendo mal en la universidad, cuando no puedo ayudar a los animalitos ",Cuando salgo de exámenes o por entrega de proyectos y cuando me traslado a mi casa,Cuando siento que algo se me olvidó hacer en mi casa o cuando no entendí un tema ,"Dolor de cabeza, cansancio","La felicidad es la presencia de tranquilidad, paz y armonía con tú ser y tú entorno, basado en la satisfacción de las actividades o acciones que haces o simplemente la tranquilidad contigo mismo","Analizar la situación 
Identificar los pros y contras
Identificar mis necesidades sin afectar a los demás ","Me preocupo y siento como si fuera mi culpa, pienso mucho en las probabilidades de no haber tomado esa ruta, salir más temprano, etc. Pero todo eso basado en que es mi culpa lo acontecido 
Pero externamente me muestro solo un poco preocupada ",En situaciones que involucra a mi familia ya que no puedo decir lo que pienso realmente y solo me causa frustración y enojo el no poder decir nada puesto que es tomado a mal y hay veces que eso provoca ganas de llorar por impotencia ,"Tranquilizarme, tratar de tener paciencia y analizar la situación para accionar de manera rápida y eficaz "
5/15/2024 23:23:27,5GRMSXOF,24,Masculino,Medio,Licenciatura,Estudiando,"Sector administrativo y de oficina - Incluye roles como asistente administrativo, recepcionista, etc.",Guerrero,Chilpancingo,Cuando estoy con mis amigos ,Cuando recuerdo a mi perro que falleció ,"En las tardes o los fines de semana, duermo hasta muy tarde ",Por lo regular en las noches ,"Comezón, muerdo mis uñas y siento calor ",Las amistades y el amor ,"Las consecuencias que podría traer la elección correcta, incorrecta y sus variantes ",Me molesta pero no es nada que no se pueda resolver ,Cuando algo que he intentado muchas veces no me sale ,"Intentar arreglarlo o hablarlo con alguien, un consejo o ayuda no está de más "
5/16/2024 0:26:26,TDU8A4SC,19,Femenino,Medio,Licenciatura,Estudiando,"Comercio y ventas - Vendedores, gerentes de tienda, representantes de atención al cliente, etc.",Veracruz,Córdoba ,Cuando entrego trabajos de la universidad bien hechos ,Cuando me va mal en alguna materia ,Al regresar de la universidad ,En las mañanas ,Muchos nervios y dolor de ojos ,Viajar mucho y tener estabilidad económica ,Poner una balanza ,"De manera pacífica, buscar una solución ",Cuando mi equipo de trabajo no ayuda ,Buscar una solución inmediata 
5/16/2024 0:29:08,QN6SP8W7,20,Masculino,Bajo,Licenciatura,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Veracruz,Poza Rica ,Cuando me encuentro reunido con personas que quiero,Cuando me siento incompetente ante una situación ,Después de estudiar arduamente para un examen ,Cuando no llego a realizar actividades que se que traerán consecuencias ,Nerviosismo y estrés ,Situación en la que uno llega a sentir comodidad ,"Imaginar escenarios posibles ante cada situación, y elegir la que menos consecuencias malas llegué a presentar ",Trato de calmarme para llegar una solución ante el problema ,Cuando las cosas que planeo no salen como yo espero,Tratar de estresarme lo menos posible para llegar a pensar en soluciones eficaces 
5/16/2024 0:35:07,CHNLHC6X,23,Masculino,Medio,Licenciatura,Estudiando,"Tecnología e informática - Desarrolladores de software, técnicos de IT, analistas de sistemas, etc.",Puebla,Puebla,Cuando estoy con mi familia,Cuando sobrepienso sobre cosas que me importan,En todo momento,Cuando no sé dónde está mi familia. ,"Sudoración, ansiedad",No sé,"Pensar en eso día y noche, revisar pros y contras, y posteriormente tomar la elección",Lo trato de disimular,en casi todas,"Pensar en eso día y noche, revisar pros y contras, y finalmente llorar"
5/16/2024 0:55:45,IX724P8G,20,Masculino,Medio,Licenciatura,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Puebla,Tehuacán,"En las situaciones que haga sentirme alegra es cuando me entero de que aprobé alguna materia, cuando como, cuando paso tiempo jugando algún video juego con mis amigos, ver a mis compañeros, cuando me estoy bañando, cuando ya me voy a ir a dormir, cuando voy a mi casa con mi familia.","Extrañar a mi familia, sentir la nostalgia de que estaba en mi casa estando con mi familia","pues hablando emocionalmente, no lo he estado. pero físicamente si, por las distancias que luego camino","Las preocupaciones de mi día a día seria de que qué me voy a hacer de comer, las tareas que me asignaron o exámenes que tendré, al igual de que si vaya o no aprobar alguna materia","a veces pueden ser dolores de cabeza, pero ya cuando este estresado, a veces también puede ser de que sienta una pequeña presión en el pecho y un poco ansioso, todo depende de la situación donde este alimentando mi preocupación","que la felicidad no es algo que se pueda dar a alguien más, si no que alcanza por nosotros mismos. ","el único paso que hago es analizar que consecuencias positivas o negativas tendría mi decisión, para ser lo más prudente y seguro al momento de decidir","cuando llego tarde a algún lugar, siento pena.
cuando se me acaba la batería del cel ya depende de la situación. Pero supongamos que se me acabo la pila en medio de la nada y lo que sentiría es preocupación. 
cuando olvido las llaves siento enojo conmigo mismo.
","Cuando tenga que hacer un examen o proyecto importante me empiezo a sentir estresado poco a poco y me siento molesto cuando llego a procrastinar, donde me doy cuenta después de lo que pude haber avanzado","En primera es mantener la cabeza firme
Analizar la situación
Averiguar qué soluciones tiene
Si no tiene solución, pues tratar de reducir las consecuencias
Y creo que a base de eso, podre sobrellevar alguna situación difícil "
5/16/2024 1:13:18,B05YDAZ0,21,Masculino,Medio,Licenciatura,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Puebla,Coronango,"Completar mi tarea y trabajos, reunirme con mi familia, ir a el gym, pasar el tiempo con amigos.","Cuando estoy solo, cuando me dicen algo que me haga sentir mal, recordando cosas del pasado.",Cuando regreso a casa de la universidad.,"Cuando revisan tareas, cuando no sé si habrá clase.","Dolor de cabeza, movimiento rápido de piernas y tocó muchos mis manos.","La vida es un parpadeo, nos preocupamos por tonterías y olvidamos que al morir solo llevamos lo que disfrutamos.",Visualizar desde todos los puntos de vista después analizar cada situación y tomar la decisión.,"Tarto de de buscarle un lado bueno, al final no sirve de nada enojarme y quejarme","Cuando estoy lleno de trabajo, cuando aprendo algo nuevo.","Primero acepto que es una situación muy difícil, pienso en los posibles desenlaces y trato de ser fuerte "
5/16/2024 1:41:10,AJKRH064,20,Masculino,Medio,Licenciatura,Estudiando,Otro - Para quienes no encajen en las categorías anteriores.,Puebla,Puebla,"Cuando practico un deporte, cuando estoy escuchando música, a veces cuando platico con personas divertidas ","Cuando siento que no puedo con la carrera, cuando siento que mi futuro es incierto y no voy a lograr nada, cuando no puedo socializar ni encajar en un grupo, cuando no me salen las cosas como esperaba.",Todos los días excepto los domingos ,En el horario escolar (7-15 horas) y cuando estoy haciendo tarea,"Respiración elevada, fatiga, desesperación, ganas de llorar",Poder ser uno mismo sin temor a lo que los demás piense de uno mismo,"1. Evalúo las opciones
2. Respiro lentamente
3. Identificó en qué me beneficia o no
4. Pregunto a personas cercanas su opinión 
5. Tomó la decisión ","Siento que el mundo se viene encima, que todo lo malo me pasa a mi, me dan ganas de llorar, me siento cansado y frustrado ",Cuando las cosas no salen como quiero o no me siento incapaz de hacerlas,"Evaluó si puedo son esto solo si es así empiezo a buscar una solución, si no creo poder pido ayuda"
5/16/2024 1:44:31,1RHBUABD,21,Masculino,Medio,Licenciatura,Ambos,"Tecnología e informática - Desarrolladores de software, técnicos de IT, analistas de sistemas, etc.",Ciudad de México,Venustiano Carranza,"Completando proyectos, pasando tiempo con mi pareja",En ninguns,Casi siempre,Al pensar en el futuro ,Sensación de angustia en el pecho y dolor de cabeza,"Es el poder sentirse agradecido con las situaciones que vivimos, personas con las que convivimos y el tiempo que invertimos en las cosas",1.- planteamiento de la situación 2.- análisis de la misma 3.- proposición de solucion en base al análisis ,Suelo decir que soy la persona más salada que conozco,"Tras fallar en alguna tarea, o al darme cuenta que estoy procrastinando","Dependiendo de mi situación emocional la postergo, o intento enfrentarla de un inicio utilizando una táctica similar a la descrita anteriormente "
5/16/2024 7:20:37,7SV40TFC,20,Masculino,Medio,Licenciatura,Ambos,Otro - Para quienes no encajen en las categorías anteriores.,Puebla,Puebla ,"Cuando puedo hacer lo que amo, cuando hago mi deporte favorito, cuando hago las actividades que me gustan y sale todo bien.
Cuando comparto lo que me gusta con las demás personas.","Cuando se presenta un problema que me supera, al ver a un familiar muy enfermo, al sentir el rechazo de los demás y sentirme en soledad ",Comúnmente todo el tiempo ,"Comúnmente en las noches cuando me pongo a pensar cosas que van a pasar, o incluso cosas que no estoy seguro que pasen ","Me tiembla el cuerpo, siento frío y mucha ansiedad en todo el cuerpo ","El estar tranquilo contigo mismo, el poder sentirte libre y no tener nada que sobrepensar, el sentirte relajado y sin preocupaciones.","1. Pensar en las opciones 
2. Plantearme pros y contras
3. Pensar si no afecto a nadie más
4. Tomar la decisión ","Pues me pongo un poco estresado, e incluso podria decir que me pongo de mal humor ",#NOMBRE?,"Hace muy poco, cuestión de días diría yo."
5/16/2024 8:27:32,G2H8Q8RA,20,Masculino,Medio,Licenciatura,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Ciudad de México,Tlanepantla ,Durante mi entrenamientos de tenis de mesa,Mientras veo momentos emotivos en las redes sociales ,Después de mis entrenamientos de tenis de mesa ,En mi desarrollo como estudiante universitario ,A veces el morderme suavemente el interior de mi boca ,Un momento fugas de realización ,Tomo la que no afecte de forma ,"Tranquilo, pues siempre puedo contar con la ayuda de otros",Cuando no me salen bien las cosas que planeo ,Intento no estresarme o molestarme y busco una solución aceptable para el momento 
5/16/2024 8:46:06,91VK19HH,20,Masculino,Bajo,Licenciatura,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Oaxaca,Huajuapan de León,Estando con mis amigos,En la noche cuando siento desesperado por no lograr resultados,Después de regresar de la escuela,Cuando hace falta el dinero,"Tensión en el cuerpo, necesidad de mover la pierna",La felicidad es la capacidad de apreciar las cosas en nuestra vida,"Buscar más opciones, comparar las opciones y reflexionar sobre la opción que elegí ","Suele importarme poco, no pasa de una frustración fugaz ",Cuando llevo mucho tiempo intentando algo y aún no obtengo el resultado que quiero,Uno de mis malos hábitos es evitar la situación
5/16/2024 9:19:48,X7WQGQMT,23,Femenino,Medio,Licenciatura,Estudiando,Otro - Para quienes no encajen en las categorías anteriores.,Puebla,Puebla,Cuando estoy pasando tiempo con mi familia o amigos ,Cuando siento que no doy lo suficiente de mi ,Cuando no puedo con las materias,Cuando tengo que hacer cosas y no logro a completarlas en su momento ,La ansiedad ,"Como se puede ser feliz, aun asi estes pasando por tus peores momentos ","1ro tener en cuenta por donde quiero empezar, 2do empezar a hacer las idea ya sea tanto los pro y los contra, 3ro ir haciendo todo el proceso, 4to checar si funciono mi idea si no, solo no estresarme y comenzar de nuevo ",Me angustio mucho,Cuando las cosas no me salen como yo quisiera ,"Tratar de sobre llevarlo, no enfocarme mucho en la situacion"
5/16/2024 9:36:26,BLO78S1C,23,Masculino,Medio,Licenciatura,Estudiando,Otro - Para quienes no encajen en las categorías anteriores.,Puebla,Santa María Coronango,Cuando estoy en mi casa,Ninguna,Cuando pasó mucho tiempo en la escuela,Cuando tengo muchas tareas pendientes,Estres,Buscar hacer algo que te guste ,Ver lo que pasaría a futuro al tomar esa elección ,Con preocupación,Cuando son finales de semestre ,Trato de tranquilizarme y pensar mejor las cosas 
5/16/2024 11:30:00,DJRCLO8P,22,Masculino,Medio,Licenciatura,Estudiando,Otro - Para quienes no encajen en las categorías anteriores.,Puebla,puebla,cuando todo me sale bien ,cuando me siento mal emocionalmente,cuando regreso a casa ,cuando tengo pendientes por resolver o situaciones,ansiedad y preocupacion exagerada,"La felicidad es un estado emocional de sentimientos de alegría, satisfacción, bienestar y plenitud","ver las opciones posibles , comparar la opcion elegida y elegir",con preocupacion ,cuando tengo preciones de todo tipo,"pensar mucho antes de actuar, pero lamentablemente siempre actuo antes de pensar y siempre me ha traido consecuencias negativas"
